0xC2e109Affd2FefD5B313350a4B2AdC75EC2e96B1,44dcd1e5e29add8d93c4c0ca6e1ef4b02871481c6b5212cd590cd4b7b5c9350802f213314f6b674c0dd7319cc51ed85d3132be7095bdc2929901ad921fcdf1dc,fetch1afhee08xst473m6sg9zpdanz3dnwfp3xw7uu89,975554232782346040850,899980000000000000000,75574232782346040850
0x423d37bBc27EcbF678182875805f258ee0F7a18f,5c084296dfaeaf815a3a7e4e8688ed4140e403f1cd2d2f545c7a3822007763ae0e547eb989d5eecbfc5acd0204531b38e3bcfab232c506db7a9353d68932ca61,fetch1e6lpplutmnxae8u7le9xsr7r9r4y9rukaf4lx8,21792061622784102312000,20000000000000000000000,1792061622784102312000
0x71681207805d8235f51C0f0b5EA8290438c5f867,b9402c3d225159785c92ae1b91e96d6fd85114dedc120f06becad9461a6af884972c5402489b072dff7f10bfdf9c5b9ed9ea802417e22817dfaba38d82e96256,fetch1hx2dx6pr2txp9sfyqt5kw7l9zqk70nmpqcwjyr,60116168570160334.347,56366815586735665,3749352983424669.347
0x9d86A7F15C668ad1511B0FAb20BC8D7448108ba8,dec1b5a9329c86f5baed155394323e4faad70bcadfa62753d9ee059eb9e87e280887c7db966c7b9e3ee9621384c6ad47a9b72005b06231a84e7773b354ad3c1f,fetch1455gxfkveecefdzu2t6engqx4ngs53trlpcal7,1037221006059790055.5,1033880103279976532,3340902779813523.5
0x57a999B3375587470083F07abb26eA70C3dca91a,559e4e83edb0109dc6c3bcebdfcaead25f343a1d4fe05a8a17de837fa1bb5cfaaa9d7d142edb7e4311c3bf196ed61ba9aed3ce599709739ee8a4bc1ae4748ead,fetch1g2vwe0j75c4zw59aq4m228a7wljxutpz6tlpy4,184153775351101514.24,177681744775748896,6472030575352618.24
0x4B37E334b4c61eC0a25f43E26782a424711780A4,3bd113d3777692352a55f74e782fdc44dd4e207b78139344b4f9bf7ded20873e258ffe70a9b4f3c11633db4b23405d2e36113a38cf8090aa879067c601f77325,fetch1p799yga8xzvmrsw4ea3mrju3yk38r7nv3zvu5k,358368117204286958.88,345782967412376092,12585149791910866.88
0x212044fbeAf10bFcB57c69c7f29b8BF2195FB367,3f997ed1436dabada4f454f3868e1114a1edc0f6ad67bc2e9c8f918ee346b2d9d0ddcd8438ec7fc97b2667267582012c8b1194bc8b9fe39da6b381fe975f94bd,fetch1cu5762xwsfaeuseyece3xg7egud3srljcg385d,825135533833629505.19,818909336741269000,6226197092360505.19
0x2280BdcDe72EeddAAB71aCD059201d03BCBeB30d,bf82fc7b8f69b22b9c42ecc495ac7b2eada2d8f18201bba3d3bdca295eb9c37c566aa669369511d3014c600fa0ea85e4ec7331e04a6ff9868aa9801cf00bd123,fetch19w6xzdec25vq5c6tr9tq50s8nqj8sgwkucamr0,81604316990348309892000,74896000000000000000000,6708316990348309892000
0x497687B561D5dED10A752541E32b2A399510Fd4b,b722c5b3924b73f6cd3632a0f4bdf5e1ae2691fa39f8e2c3b475d7e6eca886a193aa776529e87e6d7b487a34af108b90704785852391812a2ddb551a9c21098c,fetch1z99kew525d3nxx40fn0yy9dmeju7sxqrp4wvyh,846990807543103962.2,833617077081805288,13373730461298674.2
0x393502295327fBcB02b10Ba596cd3885ecd378cA,f66ab64ff70483a132c494cfc622eb5f72953bfac6c57e6750e71fbbd3cbdd010584e226b84d6272017a180b015a2839cb9bae75c52521e6e54fea8687af8f5a,fetch184e6kshnapmhx6r0a9cn3t5tnekhpn2qcjyfst,458350941645796739.19,442490423163522741,15860518482273998.19
0x35e4c3DF2a7CB0f12A838ba3203718867c845754,4c0a726fa95dae4944a085031f68950ec223a5c11ae91b3582b81a9ac8385725579003a2dde8c94f7b5ead58b54b6ba07f1b1d0d2d8056f00a1283306536e09f,fetch1me4x70f99tn3k2uxceu8txf6kelc5pc8wzylwd,170696147499885299.21,168329035800380740,2367111699504559.21
0x454458ACF0DbeCB9031f4A162C9eb37B5ce609DC,8e5706cf292e0c890011cacb9610b3500c2d9387c7fae3f2f0cffb4e1fe7f183ca4822e0d32670552c63de50c93ddb4f0413797c93c42a4111a3be6e0b0c14d6,fetch1eadsr68ycusakftd6dlxsckmd5d62tnmkwugdz,38078276046360775821000,35287000000000000000000,2791276046360775821000
0x4A3bb151ac39a46349Fd99f4C473A15a6a567d38,988f54f3b5f7a6839ec07a7f7be974a4f2f9f7bd75b0d51a2bcd7046400f53caff0c1f040c38f07cdcaf34e2fbbf9b418b6bc8e8f13350bc728a4ffb24a0aeb6,fetch17kzv7cs6zut8k64cclesq5hd4qceukcsru3ty2,388137050050757497.88,364592756418827894,23544293631929603.88
